epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8868798017501831,0.4542509615421295,0.001,0.9563767910003662,0.14585156738758087
1,0.9617775082588196,0.12493482232093811,0.001,0.9569565057754517,0.14423589408397675
2,0.9717135429382324,0.09213534742593765,0.001,0.9660869836807251,0.12182851880788803
3,0.97928386926651,0.06936710327863693,0.001,0.967536211013794,0.1463121771812439
4,0.9833759665489197,0.056432198733091354,0.001,0.9671739339828491,0.14008331298828125
5,0.9851534366607666,0.0535416305065155,0.001,0.9730435013771057,0.1454167366027832
6,0.9863043427467346,0.04847666621208191,0.001,0.9693478345870972,0.1559131145477295
7,0.988452672958374,0.04342622309923172,0.001,0.9769565463066101,0.1241060122847557
8,0.989744246006012,0.04251764342188835,0.001,0.9724637866020203,0.16133031249046326
9,0.9910997152328491,0.03458587825298309,0.001,0.973985493183136,0.1654665768146515
10,0.9968158602714539,0.01088785845786333,0.000100000005,0.9818115830421448,0.11763609945774078
11,0.9998465180397034,0.000776655157096684,0.000100000005,0.9831159710884094,0.11407933384180069
12,0.9999871850013733,0.00011059021926485002,0.000100000005,0.983623206615448,0.11681264638900757
13,1.0,2.898838465625886e-05,0.000100000005,0.983623206615448,0.12109079211950302
14,1.0,9.029612556332722e-06,0.000100000005,0.9844202995300293,0.12664760649204254
15,1.0,2.5695544536574744e-06,0.000100000005,0.9846376776695251,0.13281691074371338
16,1.0,7.175896143962746e-07,0.000100000005,0.984855055809021,0.13958963751792908
17,1.0,2.0173318659999495e-07,0.000100000005,0.984710156917572,0.1465754210948944
18,1.0,6.026461107921932e-08,0.000100000005,0.9847826361656189,0.15363137423992157
19,1.0,2.5139126336171103e-08,1.0000001e-05,0.984855055809021,0.15463221073150635
20,1.0,2.068631310692126e-08,1.0000001e-05,0.984855055809021,0.1569368541240692
0,0.8849744200706482,0.5057312250137329,0.001,0.9536231756210327,0.15327055752277374
1,0.9611636996269226,0.12977111339569092,0.001,0.9436956644058228,0.21423129737377167
2,0.9710869789123535,0.0955970361828804,0.001,0.9481159448623657,0.1909986287355423
3,0.9775319695472717,0.07494591176509857,0.001,0.9563767910003662,0.16170340776443481
4,0.9815472960472107,0.06109824404120445,0.001,0.9673188328742981,0.13898415863513947
5,0.9846802949905396,0.05291975289583206,0.001,0.9677536487579346,0.1603904664516449
6,0.9860997200012207,0.05125606060028076,0.001,0.966304361820221,0.18293118476867676
7,0.9891176223754883,0.04035649821162224,0.001,0.9644203186035156,0.206124410033226
8,0.988593339920044,0.04452317953109741,0.001,0.96514493227005,0.23101837933063507
9,0.9900383353233337,0.039340790361166,0.001,0.9685507416725159,0.18726664781570435
10,0.9912020564079285,0.03750383108854294,0.001,0.9673188328742981,0.21723617613315582
11,0.9912915825843811,0.03765692561864853,0.001,0.9725362062454224,0.22460883855819702
12,0.9973145723342896,0.009211715310811996,0.000100000005,0.9811594486236572,0.15770302712917328
13,0.9998337626457214,0.0005151933874003589,0.000100000005,0.981521725654602,0.1631179004907608
